Seconds: 0.23 | IMU1 : EMG = 355 | AcX = -0.55 | AcY = -0.82 | AcZ = 0.11 | Tmp = 77.17 | GyX = 0.93 | GyY = 0.90 | GyZ = -1.56;
Seconds: 464.37 | IMU1 : EMG = 347 | AcX = -0.37 | AcY = -0.23 | AcZ = 0.92 | Tmp = 84.96 | GyX = -18.78 | GyY = 30.93 | GyZ = -9.01;
Seconds: 464.6 | IMU1 : EMG = 346 | AcX = -0.47 | AcY = -0.31 | AcZ = 0.98 | Tmp = 85.13 | GyX = -53.51 | GyY = 98.72 | GyZ = -20.21;
Seconds: 464.84 | IMU1 : EMG = 350 | AcX = -0.70 | AcY = -0.52 | AcZ = 0.60 | Tmp = 85.13 | GyX = 22.95 | GyY = 34.02 | GyZ = 19.18;
Seconds: 465.07 | IMU1 : EMG = 292 | AcX = -0.63 | AcY = -0.40 | AcZ = 0.63 | Tmp = 85.30 | GyX = -17.18 | GyY = -1.59 | GyZ = -36.34;
Seconds: 465.3 | IMU1 : EMG = 348 | AcX = -0.64 | AcY = -0.62 | AcZ = 0.44 | Tmp = 85.30 | GyX = -32.23 | GyY = 16.63 | GyZ = -17.13;
Seconds: 465.53 | IMU1 : EMG = 347 | AcX = -0.66 | AcY = -0.70 | AcZ = 0.30 | Tmp = 85.47 | GyX = -54.08 | GyY = 34.84 | GyZ = -1.10;
Seconds: 465.77 | IMU1 : EMG = 345 | AcX = -0.66 | AcY = -0.73 | AcZ = 0.15 | Tmp = 85.56 | GyX = -47.94 | GyY = 24.67 | GyZ = 1.82;
Seconds: 466.0 | IMU1 : EMG = 344 | AcX = -0.64 | AcY = -0.77 | AcZ = -0.01 | Tmp = 85.73 | GyX = -19.80 | GyY = -0.81 | GyZ = 0.61;
Seconds: 466.23 | IMU1 : EMG = 339 | AcX = -0.79 | AcY = -0.95 | AcZ = 0.19 | Tmp = 85.90 | GyX = 20.26 | GyY = -16.93 | GyZ = 0.44;
Seconds: 466.47 | IMU1 : EMG = 340 | AcX = -0.72 | AcY = -0.77 | AcZ = 0.05 | Tmp = 86.15 | GyX = 39.22 | GyY = -6.75 | GyZ = 25.97;
Seconds: 466.7 | IMU1 : EMG = 346 | AcX = -0.65 | AcY = -0.74 | AcZ = 0.18 | Tmp = 86.06 | GyX = 15.08 | GyY = 2.82 | GyZ = -35.48;
Seconds: 466.93 | IMU1 : EMG = 344 | AcX = -0.64 | AcY = -0.73 | AcZ = 0.30 | Tmp = 86.15 | GyX = 24.46 | GyY = -18.41 | GyZ = -3.54;
Seconds: 467.17 | IMU1 : EMG = 331 | AcX = -0.68 | AcY = -0.69 | AcZ = 0.35 | Tmp = 86.15 | GyX = -5.83 | GyY = -0.24 | GyZ = -6.85;
Seconds: 467.4 | IMU1 : EMG = 335 | AcX = -0.64 | AcY = -0.70 | AcZ = 0.34 | Tmp = 85.98 | GyX = 3.21 | GyY = -0.26 | GyZ = 1.77;
Seconds: 467.63 | IMU1 : EMG = 334 | AcX = -0.79 | AcY = -0.89 | AcZ = 0.39 | Tmp = 85.98 | GyX = -1.89 | GyY = 39.34 | GyZ = 30.37;
Seconds: 467.86 | IMU1 : EMG = 338 | AcX = -0.69 | AcY = -0.67 | AcZ = 0.25 | Tmp = 86.23 | GyX = -27.62 | GyY = 18.93 | GyZ = 11.91;
Seconds: 468.1 | IMU1 : EMG = 335 | AcX = -0.65 | AcY = -0.71 | AcZ = 0.27 | Tmp = 86.15 | GyX = -13.30 | GyY = 11.94 | GyZ = 14.34;
Seconds: 468.33 | IMU1 : EMG = 338 | AcX = -0.63 | AcY = -0.73 | AcZ = 0.26 | Tmp = 85.90 | GyX = -6.63 | GyY = -8.00 | GyZ = 2.95;
Seconds: 468.56 | IMU1 : EMG = 297 | AcX = -0.64 | AcY = -0.71 | AcZ = 0.24 | Tmp = 86.06 | GyX = -8.76 | GyY = 5.89 | GyZ = 16.84;
Seconds: 468.8 | IMU1 : EMG = 341 | AcX = -0.69 | AcY = -0.65 | AcZ = 0.27 | Tmp = 86.15 | GyX = -6.75 | GyY = 0.78 | GyZ = 0.44;
Seconds: 469.03 | IMU1 : EMG = 335 | AcX = -0.75 | AcY = -0.61 | AcZ = 0.26 | Tmp = 86.06 | GyX = -2.12 | GyY = -1.19 | GyZ = 6.66;
Seconds: 469.26 | IMU1 : EMG = 338 | AcX = -0.84 | AcY = -0.53 | AcZ = 0.28 | Tmp = 85.81 | GyX = -5.04 | GyY = 13.79 | GyZ = 60.15;
Seconds: 469.5 | IMU1 : EMG = 288 | AcX = -0.89 | AcY = -0.38 | AcZ = 0.24 | Tmp = 85.90 | GyX = -29.63 | GyY = 0.38 | GyZ = 23.48;
Seconds: 469.73 | IMU1 : EMG = 344 | AcX = -0.99 | AcY = -0.34 | AcZ = 0.20 | Tmp = 85.98 | GyX = -9.69 | GyY = -3.02 | GyZ = 24.70;
Seconds: 469.96 | IMU1 : EMG = 345 | AcX = -0.96 | AcY = -0.25 | AcZ = 0.19 | Tmp = 85.81 | GyX = -9.48 | GyY = -1.79 | GyZ = -0.23;
Seconds: 470.19 | IMU1 : EMG = 345 | AcX = -0.95 | AcY = -0.26 | AcZ = 0.21 | Tmp = 85.73 | GyX = 8.21 | GyY = 7.54 | GyZ = -3.44;
Seconds: 470.43 | IMU1 : EMG = 342 | AcX = -0.95 | AcY = -0.23 | AcZ = 0.18 | Tmp = 85.81 | GyX = -2.73 | GyY = 2.29 | GyZ = 0.49;
Seconds: 470.66 | IMU1 : EMG = 340 | AcX = -0.98 | AcY = -0.20 | AcZ = 0.19 | Tmp = 85.64 | GyX = 3.89 | GyY = -1.53 | GyZ = 11.98;
Seconds: 470.89 | IMU1 : EMG = 350 | AcX = -0.99 | AcY = -0.17 | AcZ = 0.18 | Tmp = 85.81 | GyX = -3.73 | GyY = -0.17 | GyZ = 2.26;
Seconds: 471.13 | IMU1 : EMG = 345 | AcX = -0.94 | AcY = -0.16 | AcZ = 0.17 | Tmp = 85.64 | GyX = 3.73 | GyY = 6.37 | GyZ = -2.55;
Seconds: 471.36 | IMU1 : EMG = 335 | AcX = -0.98 | AcY = -0.12 | AcZ = 0.18 | Tmp = 85.56 | GyX = 20.64 | GyY = 9.16 | GyZ = 1.82;
Seconds: 471.59 | IMU1 : EMG = 337 | AcX = -0.92 | AcY = -0.11 | AcZ = 0.20 | Tmp = 85.64 | GyX = -1.94 | GyY = 0.32 | GyZ = -12.85;
Seconds: 471.83 | IMU1 : EMG = 339 | AcX = -0.97 | AcY = -0.18 | AcZ = 0.18 | Tmp = 85.64 | GyX = 10.70 | GyY = 0.08 | GyZ = -16.34;
Seconds: 472.06 | IMU1 : EMG = 344 | AcX = -0.96 | AcY = -0.27 | AcZ = 0.18 | Tmp = 85.73 | GyX = 4.53 | GyY = -18.56 | GyZ = -31.80;
Seconds: 472.29 | IMU1 : EMG = 352 | AcX = -0.90 | AcY = -0.34 | AcZ = 0.25 | Tmp = 85.73 | GyX = 0.29 | GyY = -12.18 | GyZ = -31.34;
Seconds: 472.52 | IMU1 : EMG = 350 | AcX = -0.74 | AcY = -0.37 | AcZ = 0.20 | Tmp = 85.73 | GyX = 6.00 | GyY = -8.81 | GyZ = -40.96;
Seconds: 472.76 | IMU1 : EMG = 353 | AcX = -0.89 | AcY = -0.41 | AcZ = 0.24 | Tmp = 85.81 | GyX = 5.56 | GyY = -3.18 | GyZ = -7.28;
Seconds: 472.99 | IMU1 : EMG = 327 | AcX = -0.97 | AcY = -0.47 | AcZ = 0.23 | Tmp = 85.73 | GyX = -5.40 | GyY = 22.84 | GyZ = -6.31;
Seconds: 473.22 | IMU1 : EMG = 331 | AcX = -0.85 | AcY = -0.40 | AcZ = 0.33 | Tmp = 85.73 | GyX = 5.08 | GyY = 8.95 | GyZ = -26.14;
Seconds: 473.46 | IMU1 : EMG = 335 | AcX = -0.91 | AcY = -0.45 | AcZ = 0.22 | Tmp = 85.64 | GyX = -38.35 | GyY = 33.39 | GyZ = -54.26;
Seconds: 473.69 | IMU1 : EMG = 345 | AcX = -0.79 | AcY = -0.31 | AcZ = 0.17 | Tmp = 85.81 | GyX = 10.34 | GyY = -75.60 | GyZ = 37.88;
Seconds: 473.92 | IMU1 : EMG = 347 | AcX = -0.88 | AcY = -0.42 | AcZ = 0.22 | Tmp = 85.73 | GyX = -17.31 | GyY = 31.22 | GyZ = -35.85;
Seconds: 474.16 | IMU1 : EMG = 343 | AcX = -0.84 | AcY = -0.41 | AcZ = -0.13 | Tmp = 85.73 | GyX = 3.11 | GyY = 53.44 | GyZ = 20.64;
Seconds: 474.39 | IMU1 : EMG = 337 | AcX = -0.81 | AcY = -0.44 | AcZ = -0.47 | Tmp = 85.81 | GyX = -1.13 | GyY = 99.79 | GyZ = -9.86;
Seconds: 474.62 | IMU1 : EMG = 332 | AcX = -0.54 | AcY = -0.44 | AcZ = -0.64 | Tmp = 85.81 | GyX = -16.67 | GyY = 128.23 | GyZ = 3.86;
Seconds: 474.85 | IMU1 : EMG = 340 | AcX = -0.42 | AcY = -0.38 | AcZ = -0.73 | Tmp = 85.98 | GyX = -13.39 | GyY = 46.99 | GyZ = -2.44;
Seconds: 475.09 | IMU1 : EMG = 341 | AcX = -0.35 | AcY = -0.38 | AcZ = -0.83 | Tmp = 85.98 | GyX = -9.31 | GyY = 10.85 | GyZ = 0.61;
Seconds: 475.32 | IMU1 : EMG = 341 | AcX = -0.27 | AcY = -0.40 | AcZ = -0.88 | Tmp = 86.06 | GyX = -2.50 | GyY = 18.96 | GyZ = 10.27;
Seconds: 475.55 | IMU1 : EMG = 343 | AcX = -0.27 | AcY = -0.38 | AcZ = -0.86 | Tmp = 85.90 | GyX = 12.23 | GyY = -22.12 | GyZ = 12.58;
Seconds: 475.79 | IMU1 : EMG = 340 | AcX = -0.33 | AcY = -0.38 | AcZ = -0.84 | Tmp = 85.98 | GyX = 5.97 | GyY = 20.76 | GyZ = 12.87;
Seconds: 476.02 | IMU1 : EMG = 346 | AcX = -0.37 | AcY = -0.40 | AcZ = -0.85 | Tmp = 86.15 | GyX = 3.74 | GyY = 22.87 | GyZ = 9.15;
Seconds: 476.25 | IMU1 : EMG = 347 | AcX = -0.36 | AcY = -0.37 | AcZ = -0.88 | Tmp = 86.06 | GyX = 4.53 | GyY = 1.44 | GyZ = 18.05;
Seconds: 476.49 | IMU1 : EMG = 342 | AcX = -0.33 | AcY = -0.35 | AcZ = -0.85 | Tmp = 86.15 | GyX = -0.14 | GyY = 6.14 | GyZ = 9.33;
Seconds: 476.72 | IMU1 : EMG = 347 | AcX = -0.31 | AcY = -0.34 | AcZ = -0.87 | Tmp = 85.98 | GyX = 2.17 | GyY = -4.21 | GyZ = -3.30;
Seconds: 476.95 | IMU1 : EMG = 341 | AcX = -0.30 | AcY = -0.37 | AcZ = -0.86 | Tmp = 85.98 | GyX = 2.08 | GyY = 0.35 | GyZ = -12.85;
Seconds: 477.18 | IMU1 : EMG = 336 | AcX = -0.31 | AcY = -0.38 | AcZ = -0.88 | Tmp = 86.23 | GyX = -0.32 | GyY = 7.80 | GyZ = -6.18;
Seconds: 477.42 | IMU1 : EMG = 338 | AcX = -0.29 | AcY = -0.39 | AcZ = -0.87 | Tmp = 86.32 | GyX = -2.53 | GyY = 5.01 | GyZ = -3.19;
Seconds: 477.65 | IMU1 : EMG = 346 | AcX = -0.28 | AcY = -0.38 | AcZ = -0.89 | Tmp = 86.49 | GyX = -0.49 | GyY = 7.16 | GyZ = 0.34;
Seconds: 477.88 | IMU1 : EMG = 336 | AcX = -0.28 | AcY = -0.36 | AcZ = -0.89 | Tmp = 86.40 | GyX = 0.87 | GyY = 1.76 | GyZ = -2.08;
Seconds: 478.12 | IMU1 : EMG = 294 | AcX = -0.29 | AcY = -0.36 | AcZ = -0.89 | Tmp = 86.23 | GyX = 2.17 | GyY = -10.53 | GyZ = -0.06;
Seconds: 478.35 | IMU1 : EMG = 338 | AcX = -0.29 | AcY = -0.36 | AcZ = -0.87 | Tmp = 86.32 | GyX = -1.22 | GyY = 0.32 | GyZ = -1.25;
Seconds: 478.58 | IMU1 : EMG = 346 | AcX = -0.30 | AcY = -0.38 | AcZ = -0.89 | Tmp = 86.40 | GyX = 0.95 | GyY = 0.03 | GyZ = -3.65;
Seconds: 478.82 | IMU1 : EMG = 344 | AcX = -0.29 | AcY = -0.36 | AcZ = -0.88 | Tmp = 86.40 | GyX = -0.34 | GyY = 4.18 | GyZ = -1.22;
Seconds: 479.05 | IMU1 : EMG = 344 | AcX = -0.30 | AcY = -0.36 | AcZ = -0.88 | Tmp = 86.23 | GyX = 1.66 | GyY = -3.82 | GyZ = -0.37;
Seconds: 479.28 | IMU1 : EMG = 337 | AcX = -0.36 | AcY = -0.39 | AcZ = -0.86 | Tmp = 86.49 | GyX = 6.95 | GyY = -27.91 | GyZ = 17.13;
Seconds: 479.51 | IMU1 : EMG = 334 | AcX = -0.48 | AcY = -0.42 | AcZ = -0.79 | Tmp = 86.49 | GyX = 19.94 | GyY = -75.98 | GyZ = 7.98;
Seconds: 479.75 | IMU1 : EMG = 294 | AcX = -0.65 | AcY = -0.46 | AcZ = -0.55 | Tmp = 86.57 | GyX = 14.95 | GyY = -33.56 | GyZ = -8.63;
Seconds: 479.98 | IMU1 : EMG = 347 | AcX = -0.75 | AcY = -0.51 | AcZ = -0.42 | Tmp = 86.49 | GyX = 10.27 | GyY = -25.59 | GyZ = 8.70;
Seconds: 480.21 | IMU1 : EMG = 337 | AcX = -0.85 | AcY = -0.44 | AcZ = -0.01 | Tmp = 86.49 | GyX = 22.37 | GyY = -99.76 | GyZ = 19.01;
Seconds: 480.45 | IMU1 : EMG = 347 | AcX = -0.78 | AcY = -0.30 | AcZ = 0.51 | Tmp = 86.57 | GyX = 41.68 | GyY = -104.55 | GyZ = 33.28;
Seconds: 480.68 | IMU1 : EMG = 348 | AcX = -0.38 | AcY = -0.20 | AcZ = 0.90 | Tmp = 86.66 | GyX = 17.24 | GyY = -62.99 | GyZ = -4.17;
Seconds: 480.91 | IMU1 : EMG = 351 | AcX = -0.18 | AcY = -0.20 | AcZ = 0.96 | Tmp = 86.83 | GyX = -5.16 | GyY = -146.03 | GyZ = -7.71;
Seconds: 481.15 | IMU1 : EMG = 349 | AcX = -0.05 | AcY = -0.25 | AcZ = 0.98 | Tmp = 86.74 | GyX = -24.61 | GyY = -0.21 | GyZ = -9.40;
Seconds: 481.38 | IMU1 : EMG = 350 | AcX = -0.02 | AcY = -0.37 | AcZ = 1.06 | Tmp = 86.91 | GyX = -7.83 | GyY = -35.01 | GyZ = -39.79;
Seconds: 481.61 | IMU1 : EMG = 351 | AcX = 0.05 | AcY = -0.25 | AcZ = 1.15 | Tmp = 86.83 | GyX = 28.98 | GyY = -8.14 | GyZ = 6.75;
Seconds: 481.84 | IMU1 : EMG = 345 | AcX = 0.32 | AcY = -0.12 | AcZ = 0.93 | Tmp = 87.08 | GyX = 18.55 | GyY = -101.95 | GyZ = 16.35;
Seconds: 482.08 | IMU1 : EMG = 346 | AcX = 0.25 | AcY = -0.02 | AcZ = 0.99 | Tmp = 87.50 | GyX = 3.56 | GyY = 56.21 | GyZ = -11.98;
Seconds: 482.31 | IMU1 : EMG = 349 | AcX = 0.22 | AcY = 0.02 | AcZ = 0.80 | Tmp = 87.42 | GyX = -2.84 | GyY = -9.56 | GyZ = -6.02;
Seconds: 482.54 | IMU1 : EMG = 342 | AcX = 0.18 | AcY = -0.02 | AcZ = 0.88 | Tmp = 87.42 | GyX = -11.16 | GyY = -47.94 | GyZ = 41.59;
Seconds: 482.78 | IMU1 : EMG = 343 | AcX = 0.51 | AcY = 0.05 | AcZ = 0.80 | Tmp = 87.42 | GyX = 5.48 | GyY = -7.77 | GyZ = 32.02;
Seconds: 483.01 | IMU1 : EMG = 332 | AcX = 0.67 | AcY = -0.04 | AcZ = 1.03 | Tmp = 87.50 | GyX = -9.56 | GyY = 8.18 | GyZ = -6.03;
Seconds: 483.24 | IMU1 : EMG = 342 | AcX = 0.32 | AcY = -0.09 | AcZ = 0.89 | Tmp = 87.67 | GyX = 6.89 | GyY = 18.24 | GyZ = -4.34;
Seconds: 483.48 | IMU1 : EMG = 342 | AcX = 0.47 | AcY = 0.03 | AcZ = 0.86 | Tmp = 87.76 | GyX = 0.67 | GyY = -44.23 | GyZ = -18.40;
Seconds: 483.71 | IMU1 : EMG = 341 | AcX = 0.53 | AcY = 0.07 | AcZ = 0.85 | Tmp = 87.76 | GyX = 2.69 | GyY = 28.52 | GyZ = 4.23;
Seconds: 483.94 | IMU1 : EMG = 335 | AcX = 0.50 | AcY = 0.10 | AcZ = 0.82 | Tmp = 87.84 | GyX = -17.54 | GyY = -28.03 | GyZ = 9.19;
Seconds: 484.17 | IMU1 : EMG = 340 | AcX = 0.54 | AcY = 0.02 | AcZ = 0.86 | Tmp = 87.84 | GyX = 0.96 | GyY = -25.48 | GyZ = 2.03;
Seconds: 484.41 | IMU1 : EMG = 343 | AcX = 0.52 | AcY = 0.04 | AcZ = 0.87 | Tmp = 87.93 | GyX = 0.56 | GyY = 2.93 | GyZ = 12.70;
Seconds: 484.64 | IMU1 : EMG = 338 | AcX = 0.54 | AcY = 0.05 | AcZ = 0.85 | Tmp = 87.84 | GyX = -6.73 | GyY = -35.11 | GyZ = -1.83;
Seconds: 484.87 | IMU1 : EMG = 346 | AcX = 0.58 | AcY = 0.05 | AcZ = 0.82 | Tmp = 88.01 | GyX = -5.59 | GyY = -37.51 | GyZ = 3.80;
Seconds: 485.11 | IMU1 : EMG = 345 | AcX = 0.55 | AcY = 0.03 | AcZ = 0.86 | Tmp = 88.10 | GyX = 1.07 | GyY = 4.26 | GyZ = 3.82;
Seconds: 485.34 | IMU1 : EMG = 336 | AcX = 0.46 | AcY = -0.04 | AcZ = 0.88 | Tmp = 88.18 | GyX = 20.47 | GyY = -8.69 | GyZ = -27.86;
Seconds: 485.57 | IMU1 : EMG = 335 | AcX = 0.61 | AcY = 0.06 | AcZ = 0.77 | Tmp = 88.18 | GyX = 20.35 | GyY = -5.39 | GyZ = 4.49;
Seconds: 485.81 | IMU1 : EMG = 337 | AcX = 0.53 | AcY = 0.09 | AcZ = 0.85 | Tmp = 88.44 | GyX = 13.31 | GyY = -8.08 | GyZ = -2.32;
Seconds: 486.04 | IMU1 : EMG = 339 | AcX = 0.53 | AcY = 0.09 | AcZ = 0.77 | Tmp = 88.18 | GyX = -13.71 | GyY = 25.33 | GyZ = 3.77;
Seconds: 486.27 | IMU1 : EMG = 339 | AcX = 0.53 | AcY = 0.11 | AcZ = 0.89 | Tmp = 88.44 | GyX = 13.89 | GyY = -8.43 | GyZ = -0.24;
Seconds: 486.5 | IMU1 : EMG = 339 | AcX = 0.50 | AcY = 0.17 | AcZ = 0.88 | Tmp = 88.35 | GyX = 4.69 | GyY = 24.75 | GyZ = -1.10;
Seconds: 486.74 | IMU1 : EMG = 341 | AcX = 0.43 | AcY = 0.06 | AcZ = 0.89 | Tmp = 88.61 | GyX = -10.70 | GyY = 49.04 | GyZ = -0.41;
Seconds: 486.97 | IMU1 : EMG = 340 | AcX = 0.47 | AcY = 0.11 | AcZ = 0.93 | Tmp = 88.69 | GyX = 2.37 | GyY = 9.10 | GyZ = 2.93;
Seconds: 487.2 | IMU1 : EMG = 342 | AcX = 0.45 | AcY = 0.13 | AcZ = 0.93 | Tmp = 88.78 | GyX = 0.69 | GyY = 6.96 | GyZ = 2.84;
Seconds: 487.44 | IMU1 : EMG = 344 | AcX = 0.46 | AcY = 0.14 | AcZ = 0.95 | Tmp = 88.86 | GyX = 3.69 | GyY = -5.98 | GyZ = -3.15;
Seconds: 487.67 | IMU1 : EMG = 344 | AcX = 0.46 | AcY = 0.14 | AcZ = 0.93 | Tmp = 88.86 | GyX = 5.89 | GyY = 3.97 | GyZ = -0.61;
Seconds: 487.9 | IMU1 : EMG = 336 | AcX = 0.52 | AcY = 0.12 | AcZ = 0.88 | Tmp = 88.94 | GyX = -3.80 | GyY = -22.56 | GyZ = 2.26;
Seconds: 488.14 | IMU1 : EMG = 343 | AcX = 0.53 | AcY = 0.12 | AcZ = 0.84 | Tmp = 89.03 | GyX = 1.91 | GyY = -1.62 | GyZ = 0.53;
Seconds: 488.37 | IMU1 : EMG = 338 | AcX = 0.56 | AcY = 0.12 | AcZ = 0.83 | Tmp = 89.03 | GyX = 2.46 | GyY = 7.22 | GyZ = 0.00;
Seconds: 488.6 | IMU1 : EMG = 345 | AcX = 0.60 | AcY = 0.11 | AcZ = 0.80 | Tmp = 89.28 | GyX = 0.27 | GyY = -8.06 | GyZ = 0.09;
Seconds: 488.83 | IMU1 : EMG = 340 | AcX = 0.61 | AcY = 0.13 | AcZ = 0.79 | Tmp = 89.11 | GyX = 1.54 | GyY = -6.17 | GyZ = -2.09;
Seconds: 489.07 | IMU1 : EMG = 342 | AcX = 0.61 | AcY = 0.13 | AcZ = 0.78 | Tmp = 89.11 | GyX = 4.41 | GyY = -7.21 | GyZ = 0.12;
Seconds: 489.3 | IMU1 : EMG = 335 | AcX = 0.61 | AcY = 0.14 | AcZ = 0.80 | Tmp = 89.37 | GyX = 2.49 | GyY = 12.64 | GyZ = -2.18;
Seconds: 489.53 | IMU1 : EMG = 343 | AcX = 0.63 | AcY = 0.17 | AcZ = 0.80 | Tmp = 89.37 | GyX = -1.56 | GyY = 7.08 | GyZ = -0.58;
Seconds: 489.77 | IMU1 : EMG = 338 | AcX = 0.62 | AcY = 0.15 | AcZ = 0.77 | Tmp = 89.37 | GyX = 5.02 | GyY = -8.73 | GyZ = 1.86;
Seconds: 490.0 | IMU1 : EMG = 290 | AcX = 0.65 | AcY = 0.13 | AcZ = 0.74 | Tmp = 89.37 | GyX = 1.86 | GyY = -10.29 | GyZ = 1.08;
Seconds: 490.23 | IMU1 : EMG = 336 | AcX = 0.65 | AcY = 0.17 | AcZ = 0.74 | Tmp = 89.37 | GyX = 2.79 | GyY = -5.57 | GyZ = 2.11;
Seconds: 490.47 | IMU1 : EMG = 347 | AcX = 0.70 | AcY = 0.17 | AcZ = 0.71 | Tmp = 89.54 | GyX = 0.49 | GyY = -3.62 | GyZ = 0.90;
Seconds: 490.7 | IMU1 : EMG = 338 | AcX = 0.76 | AcY = 0.20 | AcZ = 0.72 | Tmp = 89.54 | GyX = 8.40 | GyY = 16.96 | GyZ = -11.88;
Seconds: 490.93 | IMU1 : EMG = 345 | AcX = 0.74 | AcY = 0.19 | AcZ = 0.68 | Tmp = 89.54 | GyX = 6.21 | GyY = -1.10 | GyZ = 7.97;
Seconds: 491.16 | IMU1 : EMG = 340 | AcX = 0.79 | AcY = 0.21 | AcZ = 0.68 | Tmp = 89.71 | GyX = -0.92 | GyY = 0.87 | GyZ = -3.45;
Seconds: 491.4 | IMU1 : EMG = 345 | AcX = 0.79 | AcY = 0.19 | AcZ = 0.63 | Tmp = 89.71 | GyX = 2.99 | GyY = 3.19 | GyZ = 3.68;
Seconds: 491.63 | IMU1 : EMG = 339 | AcX = 0.78 | AcY = 0.17 | AcZ = 0.59 | Tmp = 89.88 | GyX = -0.32 | GyY = -9.34 | GyZ = -2.47;
Seconds: 491.86 | IMU1 : EMG = 339 | AcX = 0.84 | AcY = 0.18 | AcZ = 0.56 | Tmp = 89.71 | GyX = 6.60 | GyY = 3.40 | GyZ = 6.82;
Seconds: 492.1 | IMU1 : EMG = 338 | AcX = 0.79 | AcY = 0.16 | AcZ = 0.60 | Tmp = 89.88 | GyX = -3.37 | GyY = 15.85 | GyZ = 1.69;
Seconds: 492.33 | IMU1 : EMG = 291 | AcX = 0.78 | AcY = 0.15 | AcZ = 0.60 | Tmp = 89.71 | GyX = -10.99 | GyY = 22.18 | GyZ = -10.73;
Seconds: 492.56 | IMU1 : EMG = 343 | AcX = 0.74 | AcY = 0.16 | AcZ = 0.66 | Tmp = 89.71 | GyX = -15.85 | GyY = 16.18 | GyZ = -12.34;
Seconds: 492.8 | IMU1 : EMG = 337 | AcX = 0.83 | AcY = 0.13 | AcZ = 0.59 | Tmp = 89.88 | GyX = -8.55 | GyY = 13.69 | GyZ = -0.73;
Seconds: 493.03 | IMU1 : EMG = 342 | AcX = 0.79 | AcY = 0.12 | AcZ = 0.63 | Tmp = 90.05 | GyX = -4.60 | GyY = 27.92 | GyZ = 8.92;
Seconds: 493.26 | IMU1 : EMG = 287 | AcX = 0.75 | AcY = 0.09 | AcZ = 0.63 | Tmp = 89.96 | GyX = 6.43 | GyY = -31.80 | GyZ = 2.05;
Seconds: 493.49 | IMU1 : EMG = 338 | AcX = 0.75 | AcY = 0.09 | AcZ = 0.65 | Tmp = 89.96 | GyX = 0.29 | GyY = -0.95 | GyZ = -4.21;
Seconds: 493.73 | IMU1 : EMG = 291 | AcX = 0.76 | AcY = 0.08 | AcZ = 0.65 | Tmp = 90.13 | GyX = 2.50 | GyY = -2.92 | GyZ = -2.99;
Seconds: 493.96 | IMU1 : EMG = 340 | AcX = 0.76 | AcY = 0.10 | AcZ = 0.65 | Tmp = 90.05 | GyX = 2.47 | GyY = 0.98 | GyZ = 2.93;
Seconds: 494.19 | IMU1 : EMG = 346 | AcX = 0.77 | AcY = 0.09 | AcZ = 0.64 | Tmp = 89.88 | GyX = -0.56 | GyY = -1.33 | GyZ = -3.71;
Seconds: 494.43 | IMU1 : EMG = 348 | AcX = 0.79 | AcY = 0.10 | AcZ = 0.64 | Tmp = 89.88 | GyX = 0.20 | GyY = 3.76 | GyZ = 3.50;
Seconds: 494.66 | IMU1 : EMG = 342 | AcX = 0.76 | AcY = 0.10 | AcZ = 0.64 | Tmp = 89.71 | GyX = 2.64 | GyY = 5.50 | GyZ = 0.67;
Seconds: 494.89 | IMU1 : EMG = 285 | AcX = 0.76 | AcY = 0.09 | AcZ = 0.65 | Tmp = 89.79 | GyX = 1.95 | GyY = 4.41 | GyZ = 2.70;
Seconds: 495.13 | IMU1 : EMG = 335 | AcX = 0.76 | AcY = 0.09 | AcZ = 0.66 | Tmp = 89.79 | GyX = 2.00 | GyY = 3.40 | GyZ = 2.12;
Seconds: 495.36 | IMU1 : EMG = 333 | AcX = 0.73 | AcY = 0.09 | AcZ = 0.67 | Tmp = 89.62 | GyX = -0.29 | GyY = 6.15 | GyZ = -3.79;
Seconds: 495.59 | IMU1 : EMG = 336 | AcX = 0.75 | AcY = 0.10 | AcZ = 0.66 | Tmp = 89.71 | GyX = -0.58 | GyY = -3.68 | GyZ = -1.28;
Seconds: 495.82 | IMU1 : EMG = 348 | AcX = 0.75 | AcY = 0.09 | AcZ = 0.66 | Tmp = 89.54 | GyX = 1.60 | GyY = -6.56 | GyZ = -1.22;
Seconds: 496.06 | IMU1 : EMG = 344 | AcX = 0.79 | AcY = 0.10 | AcZ = 0.64 | Tmp = 89.45 | GyX = 3.16 | GyY = -8.29 | GyZ = 2.20;
Seconds: 496.29 | IMU1 : EMG = 344 | AcX = 0.80 | AcY = 0.10 | AcZ = 0.61 | Tmp = 89.62 | GyX = 3.34 | GyY = -5.79 | GyZ = 2.60;
Seconds: 496.52 | IMU1 : EMG = 344 | AcX = 0.81 | AcY = 0.09 | AcZ = 0.60 | Tmp = 89.45 | GyX = 0.89 | GyY = -1.01 | GyZ = 1.48;
Seconds: 496.76 | IMU1 : EMG = 343 | AcX = 0.82 | AcY = 0.08 | AcZ = 0.57 | Tmp = 89.28 | GyX = 3.13 | GyY = -2.44 | GyZ = 2.50;
Seconds: 496.99 | IMU1 : EMG = 341 | AcX = 0.82 | AcY = 0.09 | AcZ = 0.58 | Tmp = 89.37 | GyX = 1.98 | GyY = 0.08 | GyZ = -0.41;
